Time (s) - i - ref (A)	Current (A) - i - ref (A)	Time (s) - i - obs (A)	Current (A) - i - obs (A)
12,732	0	12,732	6,17E-17
12,733	0	12,733	6,17E-17
12,734	0	12,734	6,17E-17
12,735	0	12,735	6,17E-17
12,736	0	12,736	6,17E-17
12,737	0	12,737	6,17E-17
12,738	0	12,738	6,17E-17
12,739	0	12,739	6,17E-17
12,74	0	12,74	6,17E-17
12,741	0	12,741	6,17E-17
12,742	0	12,742	6,17E-17
12,743	0	12,743	6,17E-17
12,744	0	12,744	6,17E-17
12,745	0	12,745	6,17E-17
12,746	0	12,746	6,17E-17
12,747	0	12,747	6,17E-17
12,748	0	12,748	6,17E-17
12,749	0	12,749	6,17E-17
12,75	0	12,75	6,17E-17
12,751	0	12,751	6,17E-17
12,752	0	12,752	6,17E-17
12,753	0	12,753	6,17E-17
12,754	0	12,754	6,17E-17
12,755	0	12,755	6,17E-17
12,756	0	12,756	6,17E-17
12,757	0	12,757	6,17E-17
12,758	0	12,758	6,17E-17
12,759	0	12,759	6,17E-17
12,76	0	12,76	6,17E-17
12,761	0	12,761	6,17E-17
12,762	0	12,762	6,17E-17
12,763	0	12,763	6,17E-17
12,764	0	12,764	6,17E-17
12,765	0	12,765	6,17E-17
12,766	0	12,766	6,17E-17
12,767	0	12,767	6,17E-17
12,768	0	12,768	6,17E-17
12,769	0	12,769	6,17E-17
12,77	0	12,77	6,17E-17
12,771	0	12,771	6,17E-17
12,772	0	12,772	6,17E-17
12,773	0	12,773	6,17E-17
12,774	0	12,774	6,17E-17
12,775	0	12,775	6,17E-17
12,776	0	12,776	6,17E-17
12,777	0	12,777	6,17E-17
12,778	0	12,778	6,17E-17
12,779	0	12,779	6,17E-17
12,78	0	12,78	6,17E-17
12,781	0	12,781	6,17E-17
12,782	0	12,782	6,17E-17
12,783	0	12,783	6,17E-17
12,784	0	12,784	6,17E-17
12,785	0	12,785	6,17E-17
12,786	0	12,786	6,17E-17
12,787	0	12,787	6,17E-17
12,788	0	12,788	6,17E-17
12,789	0	12,789	6,17E-17
12,79	0	12,79	6,17E-17
12,791	0	12,791	6,17E-17
12,792	0	12,792	6,17E-17
12,793	0	12,793	6,17E-17
12,794	0	12,794	6,17E-17
12,795	0	12,795	6,17E-17
12,796	0	12,796	6,17E-17
12,797	0	12,797	6,17E-17
12,798	0	12,798	6,17E-17
12,799	0	12,799	6,17E-17
12,8	0	12,8	6,17E-17
12,801	0	12,801	6,17E-17
12,802	0	12,802	6,17E-17
12,803	0	12,803	6,17E-17
12,804	0	12,804	6,17E-17
12,805	0	12,805	6,17E-17
12,806	0	12,806	6,17E-17
12,807	0	12,807	6,17E-17
12,808	0	12,808	6,17E-17
12,809	0	12,809	6,17E-17
12,81	0	12,81	6,17E-17
12,811	0	12,811	6,17E-17
12,812	0	12,812	6,17E-17
12,813	0	12,813	6,17E-17
12,814	0	12,814	6,17E-17
12,815	0	12,815	6,17E-17
12,816	0	12,816	6,17E-17
12,817	0	12,817	6,17E-17
12,818	0	12,818	6,17E-17
12,819	0	12,819	6,17E-17
12,82	0	12,82	6,17E-17
12,821	0	12,821	6,17E-17
12,822	0	12,822	6,17E-17
12,823	0	12,823	6,17E-17
12,824	0	12,824	6,17E-17
12,825	0	12,825	6,17E-17
12,826	0	12,826	6,17E-17
12,827	0	12,827	6,17E-17
12,828	0	12,828	6,17E-17
12,829	0	12,829	6,17E-17
12,83	0	12,83	6,17E-17
12,831	0	12,831	6,17E-17
12,832	0	12,832	6,17E-17
12,833	0	12,833	6,17E-17
12,834	0	12,834	6,17E-17
12,835	0	12,835	6,17E-17
12,836	0	12,836	6,17E-17
12,837	0	12,837	6,17E-17
12,838	0	12,838	6,17E-17
12,839	0	12,839	6,17E-17
12,84	0	12,84	6,17E-17
12,841	0	12,841	6,17E-17
12,842	0	12,842	6,17E-17
12,843	0	12,843	6,17E-17
12,844	0	12,844	6,17E-17
12,845	0	12,845	6,17E-17
12,846	0	12,846	6,17E-17
12,847	0	12,847	6,17E-17
12,848	0	12,848	6,17E-17
12,849	0	12,849	6,17E-17
12,85	0	12,85	6,17E-17
12,851	0	12,851	6,17E-17
12,852	0	12,852	6,17E-17
12,853	0	12,853	6,17E-17
12,854	0	12,854	6,17E-17
12,855	0	12,855	6,17E-17
12,856	0	12,856	6,17E-17
12,857	0	12,857	6,17E-17
12,858	0	12,858	6,17E-17
12,859	0	12,859	6,17E-17
12,86	0	12,86	6,17E-17
12,861	0	12,861	6,17E-17
12,862	0	12,862	6,17E-17
12,863	0	12,863	6,17E-17
12,864	0	12,864	6,17E-17
12,865	0	12,865	6,17E-17
12,866	0	12,866	6,17E-17
12,867	0	12,867	6,17E-17
12,868	0	12,868	6,17E-17
12,869	0	12,869	6,17E-17
12,87	0	12,87	6,17E-17
12,871	0	12,871	6,17E-17
12,872	0	12,872	6,17E-17
12,873	0	12,873	6,17E-17
12,874	0	12,874	6,17E-17
12,875	0	12,875	6,17E-17
12,876	0	12,876	6,17E-17
12,877	0	12,877	6,17E-17
12,878	0	12,878	6,17E-17
12,879	0	12,879	6,17E-17
12,88	0	12,88	6,17E-17
12,881	0	12,881	6,17E-17
12,882	0	12,882	6,17E-17
12,883	0	12,883	6,17E-17
12,884	0	12,884	6,17E-17
12,885	0	12,885	6,17E-17
12,886	0	12,886	6,17E-17
12,887	0	12,887	6,17E-17
12,888	0	12,888	6,17E-17
12,889	0	12,889	6,17E-17
12,89	0	12,89	6,17E-17
12,891	0	12,891	6,17E-17
12,892	0	12,892	6,17E-17
12,893	0	12,893	6,17E-17
12,894	0	12,894	6,17E-17
12,895	0	12,895	6,17E-17
12,896	0	12,896	6,17E-17
12,897	0	12,897	6,17E-17
12,898	0	12,898	6,17E-17
12,899	0	12,899	6,17E-17
12,9	0	12,9	6,17E-17
12,901	0	12,901	6,17E-17
12,902	0	12,902	6,17E-17
12,903	0	12,903	6,17E-17
12,904	0	12,904	6,17E-17
12,905	0	12,905	6,17E-17
12,906	0	12,906	6,17E-17
12,907	0	12,907	6,17E-17
12,908	0	12,908	6,17E-17
12,909	0	12,909	6,17E-17
12,91	0	12,91	6,17E-17
12,911	0	12,911	6,17E-17
12,912	0	12,912	6,17E-17
12,913	0	12,913	6,17E-17
12,914	0	12,914	6,17E-17
12,915	0	12,915	6,17E-17
12,916	0	12,916	6,17E-17
12,917	0	12,917	6,17E-17
12,918	0	12,918	6,17E-17
12,919	0	12,919	6,17E-17
12,92	0	12,92	6,17E-17
12,921	0	12,921	6,17E-17
12,922	0	12,922	6,17E-17
12,923	0	12,923	6,17E-17
12,924	0	12,924	6,17E-17
12,925	0	12,925	6,17E-17
12,926	0	12,926	6,17E-17
12,927	0	12,927	6,17E-17
12,928	0	12,928	6,17E-17
12,929	0	12,929	6,17E-17
12,93	0	12,93	6,17E-17
12,931	0	12,931	6,17E-17
12,932	0	12,932	6,17E-17
12,933	0	12,933	6,17E-17
12,934	0	12,934	6,17E-17
12,935	0	12,935	6,17E-17
12,936	0	12,936	6,17E-17
12,937	0	12,937	6,17E-17
12,938	0	12,938	6,17E-17
12,939	0	12,939	6,17E-17
12,94	0	12,94	6,17E-17
12,941	0	12,941	6,17E-17
12,942	0	12,942	6,17E-17
12,943	0	12,943	6,17E-17
12,944	0	12,944	6,17E-17
12,945	0	12,945	6,17E-17
12,946	0	12,946	6,17E-17
12,947	0	12,947	6,17E-17
12,948	0	12,948	6,17E-17
12,949	0	12,949	6,17E-17
12,95	0	12,95	6,17E-17
12,951	0	12,951	6,17E-17
12,952	0	12,952	6,17E-17
12,953	0	12,953	6,17E-17
12,954	0	12,954	6,17E-17
12,955	0	12,955	6,17E-17
12,956	0	12,956	6,17E-17
12,957	0	12,957	6,17E-17
12,958	0	12,958	6,17E-17
12,959	0	12,959	6,17E-17
12,96	0	12,96	6,17E-17
12,961	0	12,961	6,17E-17
12,962	0	12,962	6,17E-17
12,963	0	12,963	6,17E-17
12,964	0	12,964	6,17E-17
12,965	0	12,965	6,17E-17
12,966	0	12,966	6,17E-17
12,967	0	12,967	6,17E-17
12,968	0	12,968	6,17E-17
12,969	0	12,969	6,17E-17
12,97	0	12,97	6,17E-17
12,971	0	12,971	6,17E-17
12,972	0	12,972	6,17E-17
12,973	0	12,973	6,17E-17
12,974	0	12,974	6,17E-17
12,975	0	12,975	6,17E-17
12,976	0	12,976	6,17E-17
12,977	0	12,977	6,17E-17
12,978	0	12,978	6,17E-17
12,979	0	12,979	6,17E-17
12,98	0	12,98	6,17E-17
12,981	0	12,981	6,17E-17
12,982	0	12,982	6,17E-17
12,983	0	12,983	6,17E-17
12,984	0	12,984	6,17E-17
12,985	0	12,985	6,17E-17
12,986	0	12,986	6,17E-17
12,987	0	12,987	6,17E-17
12,988	0	12,988	6,17E-17
12,989	0	12,989	6,17E-17
12,99	0	12,99	6,17E-17
12,991	0	12,991	6,17E-17
12,992	0	12,992	6,17E-17
12,993	0	12,993	6,17E-17
12,994	0	12,994	6,17E-17
12,995	0	12,995	6,17E-17
12,996	0	12,996	6,17E-17
12,997	0	12,997	6,17E-17
12,998	0	12,998	6,17E-17
12,999	0	12,999	6,17E-17
13	0	13	6,17E-17
13,001	0	13,001	6,17E-17
13,002	0	13,002	6,17E-17
13,003	0	13,003	6,17E-17
13,004	0	13,004	6,17E-17
13,005	0	13,005	6,17E-17
13,006	0	13,006	6,17E-17
13,007	0	13,007	6,17E-17
13,008	0	13,008	6,17E-17
13,009	0	13,009	6,17E-17
13,01	0	13,01	6,17E-17
13,011	0	13,011	6,17E-17
13,012	0	13,012	6,17E-17
13,013	0	13,013	6,17E-17
13,014	0	13,014	6,17E-17
13,015	0	13,015	6,17E-17
13,016	0	13,016	6,17E-17
13,017	0	13,017	6,17E-17
13,018	0	13,018	6,17E-17
13,019	0	13,019	6,17E-17
13,02	0	13,02	6,17E-17
13,021	0	13,021	6,17E-17
13,022	0	13,022	6,17E-17
13,023	0	13,023	6,17E-17
13,024	0	13,024	6,17E-17
13,025	0	13,025	6,17E-17
13,026	0	13,026	6,17E-17
13,027	0	13,027	6,17E-17
13,028	0	13,028	6,17E-17
13,029	0	13,029	6,17E-17
13,03	0	13,03	6,17E-17
13,031	0	13,031	6,17E-17
13,032	0	13,032	6,17E-17
13,033	0	13,033	6,17E-17
13,034	0	13,034	6,17E-17
13,035	0	13,035	6,17E-17
13,036	0	13,036	6,17E-17
13,037	0	13,037	6,17E-17
13,038	0	13,038	6,17E-17
13,039	0	13,039	6,17E-17
13,04	0	13,04	6,17E-17
13,041	0	13,041	6,17E-17
13,042	0	13,042	6,17E-17
13,043	0	13,043	6,17E-17
13,044	0	13,044	6,17E-17
13,045	0	13,045	6,17E-17
13,046	0	13,046	6,17E-17
13,047	0	13,047	6,17E-17
13,048	0	13,048	6,17E-17
13,049	0	13,049	6,17E-17
13,05	0	13,05	6,17E-17
13,051	0	13,051	6,17E-17
13,052	0	13,052	6,17E-17
13,053	0	13,053	6,17E-17
13,054	0	13,054	6,17E-17
13,055	0	13,055	6,17E-17
13,056	0	13,056	6,17E-17
13,057	0	13,057	6,17E-17
13,058	0	13,058	6,17E-17
13,059	0	13,059	6,17E-17
13,06	0	13,06	6,17E-17
13,061	0	13,061	6,17E-17
13,062	0	13,062	6,17E-17
13,063	0	13,063	6,17E-17
13,064	0	13,064	6,17E-17
13,065	0	13,065	6,17E-17
13,066	0	13,066	6,17E-17
13,067	0	13,067	6,17E-17
13,068	0	13,068	6,17E-17
13,069	0	13,069	6,17E-17
13,07	0	13,07	6,17E-17
13,071	0	13,071	6,17E-17
13,072	0	13,072	6,17E-17
13,073	0	13,073	6,17E-17
13,074	0	13,074	6,17E-17
13,075	0	13,075	6,17E-17
13,076	0	13,076	6,17E-17
13,077	0	13,077	6,17E-17
13,078	0	13,078	6,17E-17
13,079	0	13,079	6,17E-17
13,08	0	13,08	6,17E-17
13,081	0	13,081	6,17E-17
13,082	0	13,082	6,17E-17
13,083	0	13,083	6,17E-17
13,084	0	13,084	6,17E-17
13,085	0	13,085	6,17E-17
13,086	0	13,086	6,17E-17
13,087	0	13,087	6,17E-17
13,088	0	13,088	6,17E-17
13,089	0	13,089	6,17E-17
13,09	0	13,09	6,17E-17
13,091	0	13,091	6,17E-17
13,092	0	13,092	6,17E-17
13,093	0	13,093	6,17E-17
13,094	0	13,094	6,17E-17
13,095	0	13,095	6,17E-17
13,096	0	13,096	6,17E-17
13,097	0	13,097	6,17E-17
13,098	0	13,098	6,17E-17
13,099	0	13,099	6,17E-17
13,1	0	13,1	6,17E-17
13,101	0	13,101	6,17E-17
13,102	0	13,102	6,17E-17
13,103	0	13,103	6,17E-17
13,104	0	13,104	6,17E-17
13,105	0	13,105	6,17E-17
13,106	0	13,106	6,17E-17
13,107	0	13,107	6,17E-17
13,108	0	13,108	6,17E-17
13,109	0	13,109	6,17E-17
13,11	0	13,11	6,17E-17
13,111	0	13,111	6,17E-17
13,112	0	13,112	6,17E-17
13,113	0	13,113	6,17E-17
13,114	0	13,114	6,17E-17
13,115	0	13,115	6,17E-17
13,116	0	13,116	6,17E-17
13,117	0	13,117	6,17E-17
13,118	0	13,118	6,17E-17
13,119	0	13,119	6,17E-17
13,12	0	13,12	6,17E-17
13,121	0	13,121	6,17E-17
13,122	0	13,122	6,17E-17
13,123	0	13,123	6,17E-17
13,124	0	13,124	6,17E-17
13,125	0	13,125	6,17E-17
13,126	0	13,126	6,17E-17
13,127	0	13,127	6,17E-17
13,128	0	13,128	6,17E-17
13,129	0	13,129	6,17E-17
13,13	0	13,13	6,17E-17
13,131	0	13,131	6,17E-17
13,132	0	13,132	6,17E-17
13,133	0	13,133	6,17E-17
13,134	0	13,134	6,17E-17
13,135	0	13,135	6,17E-17
13,136	0	13,136	6,17E-17
13,137	0	13,137	6,17E-17
13,138	0	13,138	6,17E-17
13,139	0	13,139	6,17E-17
13,14	0	13,14	6,17E-17
13,141	0	13,141	6,17E-17
13,142	0	13,142	6,17E-17
13,143	0	13,143	6,17E-17
13,144	0	13,144	6,17E-17
13,145	0	13,145	6,17E-17
13,146	0	13,146	6,17E-17
13,147	0	13,147	6,17E-17
13,148	0	13,148	6,17E-17
13,149	0	13,149	6,17E-17
13,15	0	13,15	6,17E-17
13,151	0	13,151	6,17E-17
13,152	0	13,152	6,17E-17
13,153	0	13,153	6,17E-17
13,154	0	13,154	6,17E-17
13,155	0	13,155	6,17E-17
13,156	0	13,156	6,17E-17
13,157	0	13,157	6,17E-17
13,158	0	13,158	6,17E-17
13,159	0	13,159	6,17E-17
13,16	0	13,16	6,17E-17
13,161	0	13,161	6,17E-17
13,162	0	13,162	6,17E-17
13,163	0	13,163	6,17E-17
13,164	0	13,164	6,17E-17
13,165	0	13,165	6,17E-17
13,166	0	13,166	6,17E-17
13,167	0	13,167	6,17E-17
13,168	0	13,168	6,17E-17
13,169	0	13,169	6,17E-17
13,17	0	13,17	6,17E-17
13,171	0	13,171	6,17E-17
13,172	0	13,172	6,17E-17
13,173	0	13,173	6,17E-17
13,174	0	13,174	6,17E-17
13,175	0	13,175	6,17E-17
13,176	0	13,176	6,17E-17
13,177	0	13,177	6,17E-17
13,178	0	13,178	6,17E-17
13,179	0	13,179	6,17E-17
13,18	0	13,18	6,17E-17
13,181	0	13,181	6,17E-17
13,182	0	13,182	6,17E-17
13,183	0	13,183	6,17E-17
13,184	0	13,184	6,17E-17
13,185	0	13,185	6,17E-17
13,186	0	13,186	6,17E-17
13,187	0	13,187	6,17E-17
13,188	0	13,188	6,17E-17
13,189	0	13,189	6,17E-17
13,19	0	13,19	6,17E-17
13,191	0	13,191	6,17E-17
13,192	0	13,192	6,17E-17
13,193	0	13,193	6,17E-17
13,194	0	13,194	6,17E-17
13,195	0	13,195	6,17E-17
13,196	0	13,196	6,17E-17
13,197	0	13,197	6,17E-17
13,198	0	13,198	6,17E-17
13,199	0	13,199	6,17E-17
13,2	0	13,2	6,17E-17
13,201	0	13,201	6,17E-17
13,202	0	13,202	6,17E-17
13,203	0	13,203	6,17E-17
13,204	0	13,204	6,17E-17
13,205	0	13,205	6,17E-17
13,206	0	13,206	6,17E-17
13,207	0	13,207	6,17E-17
13,208	0	13,208	6,17E-17
13,209	0	13,209	6,17E-17
13,21	0	13,21	6,17E-17
13,211	0	13,211	6,17E-17
13,212	0	13,212	6,17E-17
13,213	0	13,213	6,17E-17
13,214	0	13,214	6,17E-17
13,215	0	13,215	6,17E-17
13,216	0	13,216	6,17E-17
13,217	0	13,217	6,17E-17
13,218	0	13,218	6,17E-17
13,219	0	13,219	6,17E-17
13,22	0	13,22	6,17E-17
13,221	0	13,221	6,17E-17
13,222	0	13,222	6,17E-17
13,223	0	13,223	6,17E-17
13,224	0	13,224	6,17E-17
13,225	0	13,225	6,17E-17
13,226	0	13,226	6,17E-17
13,227	0	13,227	6,17E-17
13,228	0	13,228	6,17E-17
13,229	0	13,229	6,17E-17
13,23	0	13,23	6,17E-17
13,231	0	13,231	6,17E-17
13,232	0	13,232	6,17E-17
13,233	0	13,233	6,17E-17
13,234	0	13,234	6,17E-17
13,235	0	13,235	6,17E-17
13,236	0	13,236	6,17E-17
13,237	0	13,237	6,17E-17
13,238	0	13,238	6,17E-17
13,239	0	13,239	6,17E-17
13,24	0	13,24	6,17E-17
13,241	0	13,241	6,17E-17
13,242	0	13,242	6,17E-17
13,243	0	13,243	6,17E-17
13,244	0	13,244	6,17E-17
13,245	0	13,245	6,17E-17
13,246	0	13,246	6,17E-17
13,247	0	13,247	6,17E-17
13,248	0	13,248	6,17E-17
13,249	0	13,249	6,17E-17
13,25	0	13,25	6,17E-17
13,251	0	13,251	6,17E-17
13,252	0	13,252	6,17E-17
13,253	0	13,253	6,17E-17
13,254	0	13,254	6,17E-17
13,255	0	13,255	6,17E-17
13,256	0	13,256	6,17E-17
13,257	0	13,257	6,17E-17
13,258	0	13,258	6,17E-17
13,259	0	13,259	6,17E-17
13,26	0	13,26	6,17E-17
13,261	0	13,261	6,17E-17
13,262	0	13,262	6,17E-17
13,263	0	13,263	6,17E-17
13,264	0	13,264	6,17E-17
13,265	0	13,265	6,17E-17
13,266	0	13,266	6,17E-17
13,267	0	13,267	6,17E-17
13,268	0	13,268	6,17E-17
13,269	0	13,269	6,17E-17
13,27	0	13,27	6,17E-17
13,271	0	13,271	6,17E-17
13,272	0	13,272	6,17E-17
13,273	0	13,273	6,17E-17
13,274	0	13,274	6,17E-17
13,275	0	13,275	6,17E-17
13,276	0	13,276	6,17E-17
13,277	0	13,277	6,17E-17
13,278	0	13,278	6,17E-17
13,279	0	13,279	6,17E-17
13,28	0	13,28	6,17E-17
13,281	0	13,281	6,17E-17
13,282	0	13,282	6,17E-17
13,283	0	13,283	6,17E-17
13,284	0	13,284	6,17E-17
13,285	0	13,285	6,17E-17
13,286	0	13,286	6,17E-17
13,287	0	13,287	6,17E-17
13,288	0	13,288	6,17E-17
13,289	0	13,289	6,17E-17
13,29	0	13,29	6,17E-17
13,291	0	13,291	6,17E-17
13,292	0	13,292	6,17E-17
13,293	0	13,293	6,17E-17
13,294	0	13,294	6,17E-17
13,295	0	13,295	6,17E-17
13,296	0	13,296	6,17E-17
13,297	0	13,297	6,17E-17
13,298	0	13,298	6,17E-17
13,299	0	13,299	6,17E-17
13,3	0	13,3	6,17E-17
13,301	0	13,301	6,17E-17
13,302	0	13,302	6,17E-17
13,303	0	13,303	6,17E-17
13,304	0	13,304	6,17E-17
13,305	0	13,305	6,17E-17
13,306	0	13,306	6,17E-17
13,307	0	13,307	6,17E-17
13,308	0	13,308	6,17E-17
13,309	0	13,309	6,17E-17
13,31	0	13,31	6,17E-17
13,311	0	13,311	6,17E-17
13,312	0	13,312	6,17E-17
13,313	0	13,313	6,17E-17
13,314	0	13,314	6,17E-17
13,315	0	13,315	6,17E-17
13,316	0	13,316	6,17E-17
13,317	0	13,317	6,17E-17
13,318	0	13,318	6,17E-17
13,319	0	13,319	6,17E-17
13,32	0	13,32	6,17E-17
13,321	0	13,321	6,17E-17
13,322	0	13,322	6,17E-17
13,323	0	13,323	6,17E-17
13,324	0	13,324	6,17E-17
13,325	0	13,325	6,17E-17
13,326	0	13,326	6,17E-17
13,327	0	13,327	6,17E-17
13,328	0	13,328	6,17E-17
13,329	0	13,329	6,17E-17
13,33	0	13,33	6,17E-17
13,331	0	13,331	6,17E-17
13,332	0	13,332	6,17E-17
13,333	0	13,333	6,17E-17
13,334	0	13,334	6,17E-17
13,335	0	13,335	6,17E-17
13,336	0	13,336	6,17E-17
13,337	0	13,337	6,17E-17
13,338	0	13,338	6,17E-17
13,339	0	13,339	6,17E-17
13,34	0	13,34	6,17E-17
13,341	0	13,341	6,17E-17
13,342	0	13,342	6,17E-17
13,343	0	13,343	6,17E-17
13,344	0	13,344	6,17E-17
13,345	0	13,345	6,17E-17
13,346	0	13,346	6,17E-17
13,347	0	13,347	6,17E-17
13,348	0	13,348	6,17E-17
13,349	0	13,349	6,17E-17
13,35	0	13,35	6,17E-17
13,351	0	13,351	6,17E-17
13,352	0	13,352	6,17E-17
13,353	0	13,353	6,17E-17
13,354	0	13,354	6,17E-17
13,355	0	13,355	6,17E-17
13,356	0	13,356	6,17E-17
13,357	0	13,357	6,17E-17
13,358	0	13,358	6,17E-17
13,359	0	13,359	6,17E-17
13,36	0	13,36	6,17E-17
13,361	0	13,361	6,17E-17
13,362	0	13,362	6,17E-17
13,363	0	13,363	6,17E-17
13,364	0	13,364	6,17E-17
13,365	0	13,365	6,17E-17
13,366	0	13,366	6,17E-17
13,367	0	13,367	6,17E-17
13,368	0	13,368	6,17E-17
13,369	0	13,369	6,17E-17
13,37	0	13,37	6,17E-17
13,371	0	13,371	6,17E-17
13,372	0	13,372	6,17E-17
13,373	0	13,373	6,17E-17
13,374	0	13,374	6,17E-17
13,375	0	13,375	6,17E-17
13,376	0	13,376	6,17E-17
13,377	0	13,377	6,17E-17
13,378	0	13,378	6,17E-17
13,379	0	13,379	6,17E-17
13,38	0	13,38	6,17E-17
13,381	0	13,381	6,17E-17
13,382	0	13,382	6,17E-17
13,383	0	13,383	6,17E-17
13,384	0	13,384	6,17E-17
13,385	0	13,385	6,17E-17
13,386	0	13,386	6,17E-17
13,387	0	13,387	6,17E-17
13,388	0	13,388	6,17E-17
13,389	0	13,389	6,17E-17
13,39	0	13,39	6,17E-17
13,391	0	13,391	6,17E-17
13,392	0	13,392	6,17E-17
13,393	0	13,393	6,17E-17
13,394	0	13,394	6,17E-17
13,395	0	13,395	6,17E-17
13,396	0	13,396	6,17E-17
13,397	0	13,397	6,17E-17
13,398	0	13,398	6,17E-17
13,399	0	13,399	6,17E-17
13,4	0	13,4	6,17E-17
13,401	0	13,401	6,17E-17
13,402	0	13,402	6,17E-17
13,403	0	13,403	6,17E-17
13,404	0	13,404	6,17E-17
13,405	0	13,405	6,17E-17
13,406	0	13,406	6,17E-17
13,407	0	13,407	6,17E-17
13,408	0	13,408	6,17E-17
13,409	0	13,409	6,17E-17
13,41	0	13,41	6,17E-17
13,411	0	13,411	6,17E-17
13,412	0	13,412	6,17E-17
13,413	0	13,413	6,17E-17
13,414	0	13,414	6,17E-17
13,415	0	13,415	6,17E-17
13,416	0	13,416	6,17E-17
13,417	0	13,417	6,17E-17
13,418	0	13,418	6,17E-17
13,419	0	13,419	6,17E-17
13,42	0	13,42	6,17E-17
13,421	0	13,421	6,17E-17
13,422	0	13,422	6,17E-17
13,423	0	13,423	6,17E-17
13,424	0	13,424	6,17E-17
13,425	0	13,425	6,17E-17
13,426	0	13,426	6,17E-17
13,427	0	13,427	6,17E-17
13,428	0	13,428	6,17E-17
13,429	0	13,429	6,17E-17
13,43	0	13,43	6,17E-17
13,431	0	13,431	6,17E-17
13,432	0	13,432	6,17E-17
13,433	0	13,433	6,17E-17
13,434	0	13,434	6,17E-17
13,435	0	13,435	6,17E-17
13,436	0	13,436	6,17E-17
13,437	0	13,437	6,17E-17
13,438	0	13,438	6,17E-17
13,439	0	13,439	6,17E-17
13,44	0	13,44	6,17E-17
13,441	0	13,441	6,17E-17
13,442	0	13,442	6,17E-17
13,443	0	13,443	6,17E-17
13,444	0	13,444	6,17E-17
13,445	0	13,445	6,17E-17
13,446	0	13,446	6,17E-17
13,447	0	13,447	6,17E-17
13,448	0	13,448	6,17E-17
13,449	0	13,449	6,17E-17
13,45	0	13,45	6,17E-17
13,451	0	13,451	6,17E-17
13,452	0	13,452	6,17E-17
13,453	0	13,453	6,17E-17
13,454	0	13,454	6,17E-17
13,455	0	13,455	6,17E-17
13,456	0	13,456	6,17E-17
13,457	0	13,457	6,17E-17
13,458	0	13,458	6,17E-17
13,459	0	13,459	6,17E-17
13,46	0	13,46	6,17E-17
13,461	0	13,461	6,17E-17
13,462	0	13,462	6,17E-17
13,463	0	13,463	6,17E-17
13,464	0	13,464	6,17E-17
13,465	0	13,465	6,17E-17
13,466	0	13,466	6,17E-17
13,467	0	13,467	6,17E-17
13,468	0	13,468	6,17E-17
13,469	0	13,469	6,17E-17
13,47	0	13,47	6,17E-17
13,471	0	13,471	6,17E-17
13,472	0	13,472	6,17E-17
13,473	0	13,473	6,17E-17
13,474	0	13,474	6,17E-17
13,475	0	13,475	6,17E-17
13,476	0	13,476	6,17E-17
13,477	0	13,477	6,17E-17
13,478	0	13,478	6,17E-17
13,479	0	13,479	6,17E-17
13,48	0	13,48	6,17E-17
13,481	0	13,481	6,17E-17
13,482	0	13,482	6,17E-17
13,483	0	13,483	6,17E-17
13,484	0	13,484	6,17E-17
13,485	0	13,485	6,17E-17
13,486	0	13,486	6,17E-17
13,487	0	13,487	6,17E-17
13,488	0	13,488	6,17E-17
13,489	0	13,489	6,17E-17
13,49	0	13,49	6,17E-17
13,491	0	13,491	6,17E-17
13,492	0	13,492	6,17E-17
13,493	0	13,493	6,17E-17
13,494	0	13,494	6,17E-17
13,495	0	13,495	6,17E-17
13,496	0	13,496	6,17E-17
13,497	0	13,497	6,17E-17
13,498	0	13,498	6,17E-17
13,499	0	13,499	6,17E-17
13,5	0	13,5	6,17E-17
13,501	0	13,501	6,17E-17
13,502	0	13,502	6,17E-17
13,503	0	13,503	6,17E-17
13,504	0	13,504	6,17E-17
13,505	0	13,505	6,17E-17
13,506	0	13,506	6,17E-17
13,507	0	13,507	6,17E-17
13,508	0	13,508	6,17E-17
13,509	0	13,509	6,17E-17
13,51	0	13,51	6,17E-17
13,511	0	13,511	6,17E-17
13,512	0	13,512	6,17E-17
13,513	0	13,513	6,17E-17
13,514	0	13,514	6,17E-17
13,515	0	13,515	6,17E-17
13,516	0	13,516	6,17E-17
13,517	0	13,517	6,17E-17
13,518	0	13,518	6,17E-17
13,519	0	13,519	6,17E-17
13,52	0	13,52	6,17E-17
13,521	0	13,521	6,17E-17
13,522	0	13,522	6,17E-17
13,523	0	13,523	6,17E-17
13,524	0	13,524	6,17E-17
13,525	0	13,525	6,17E-17
13,526	0	13,526	6,17E-17
13,527	0	13,527	6,17E-17
13,528	0	13,528	6,17E-17
13,529	0	13,529	6,17E-17
13,53	0	13,53	6,17E-17
13,531	0	13,531	6,17E-17
13,532	0	13,532	6,17E-17
13,533	0	13,533	6,17E-17
13,534	0	13,534	6,17E-17
13,535	0	13,535	6,17E-17
13,536	0	13,536	6,17E-17
13,537	0	13,537	6,17E-17
13,538	0	13,538	6,17E-17
13,539	0	13,539	6,17E-17
13,54	0	13,54	6,17E-17
13,541	0	13,541	6,17E-17
13,542	0	13,542	6,17E-17
13,543	0	13,543	6,17E-17
13,544	0	13,544	6,17E-17
13,545	0	13,545	6,17E-17
13,546	0	13,546	6,17E-17
13,547	0	13,547	6,17E-17
13,548	0	13,548	6,17E-17
13,549	0	13,549	6,17E-17
13,55	0	13,55	6,17E-17
13,551	0	13,551	6,17E-17
